[PVE],,
[NPC],,
ID,UniqueID,Count
4654,4654,1
4665,4665,1
4666,4666,1
4662,4662,1
4660,4660,1
4661,4661,1
4664,4664,1
4657,4657,1
4655,4655,1
5714,5714,1
5715,5715,1
5960,5960,1
5963,5963,1
5962,5962,1
5961,5961,1
5965,5965,1
5945,1,1
5945,2,1
5969,5969,1
5970,5970,1
5966,5966,1
5967,5967,1
5968,5968,1
5971,5971,1
5972,5972,1
5950,3,1
5950,4,1
5950,5,1
5950,6,1
1016,1016,1
1195,1195,1
1058,1058,1
5967,59670,1
5006,5006,1
5975,5975,1
5980,5980,1
5979,5979,1
5973,5973,1
1598,1598,1
5974,5974,1
5981,5981,1
5982,5982,1
5977,5977,1
5976,5976,1
5983,5983,1
5978,5978,1
5984,5984,1
5985,5985,1
5990,5990,1
5992,5992,1
5993,5993,1
5991,5991,1
5987,5987,1
5986,5986,1
5988,5988,1
5989,5989,1
5946,9,1
5946,11,1
5946,12,1
5946,13,1
5946,14,1
2159,2159,1
5717,5717,1
54244,0,1
54244,0,1
54244,0,1
54244,0,1
54244,0,1
54244,0,1
54245,0,1
54245,0,1
54245,0,1
54245,0,1
54245,0,1
54245,0,1
54245,0,1
54243,0,1
54243,0,1
54243,0,1
54243,0,1
54243,0,1
54243,0,1
5800,5800,1
5802,0,1
5802,0,1
5802,0,1
5802,0,1
5802,0,1
5802,0,1
5757,5757,1
5949,5949,1
5948,5948,1
5944,5944,1
4656,4656,1
4658,4658,1
5759,5759,1
5763,5763,1
5764,5764,1
5765,5765,1
5758,5758,1
5999,5999,1
5771,5771,1
1599,1599,1
5856,0,1
5856,0,1
5856,0,1
5856,0,1
5943,5943,1
5942,5942,1
4743,4743,1
4744,4744,1
4745,4745,1
4747,4747,1
4748,4748,1
4750,4750,1
4751,4751,1
4752,4752,1
4753,4753,1
4754,4754,1
4756,4756,1
4757,4757,1
4758,4758,1
4759,4759,1
4761,4761,1
4763,4763,1
4764,4764,1
4768,4768,1
4769,4769,1
4772,4772,1
4774,4774,1
4776,4776,1
4779,4779,1
4773,0,1
4773,0,1
4773,0,1
5566,5566,1
4749,4749,1
4811,4811,1
59073,0,1
[Raid],64822,
[Raid],61825,
7795,1,
7794,2,
[Raid],64823,
[Raid],61817,
5578,1,
59049,2,
5572,3,
[Raid],61824,
7798,7798,
7757,1,
7758,2,
7759,3,
7760,4,
7761,5,
7762,6,
7753,7,
7735,8,
7736,9,
7737,10,
7738,11,
7739,12,
7740,13,
7741,14,
7742,15,
7754,16,
7755,17,
7756,18,
7743,19,
7744,20,
7745,21,
7746,22,
7747,23,
7748,24,
7749,25,
7750,26,
7751,27,
7752,28,
7763,29,
7764,30,
7778,31,
7779,32,
7780,33,
7781,34,
7782,35,
7775,36,
7776,37,
7777,38,
59074,39,
59074,40,
59074,41,
7775,7775,
7776,7776,
7765,42,
7766,43,
7767,44,
7768,45,
7769,46,
7770,47,
7743,48,
7756,49,
7755,50,
7771,51,
7772,52,
7773,53,
7771,54,
7772,55,
7773,56,
7783,57,
7784,58,
7785,59,
7786,60,
7787,61,
7788,62,
7789,63,
7790,64,
7753,65,
7735,66,
7736,67,
7755,68,
7756,69,
7757,70,
7758,71,
7759,72,
7760,73,
7761,74,
7762,75,
59079,76,
59079,77,
59079,78,
59079,79,
59079,80,
59079,81,
59079,82,
59079,83,
7755,84,
7756,85,
7757,86,
7758,87,
7759,88,
7760,89,
7761,90,
7762,91,
7755,92,
7756,93,
7757,94,
7758,95,
7759,96,
7760,97,
7761,98,
7762,99,
7791,100,
59080,101,
7783,102,
7784,103,
7785,104,
7774,105,
59076,200,
59074,201,
59078,202,
59078,203,
59078,204,
59078,205,
59078,206,
59076,207,
59077,208,
59076,209,
59078,210,
59078,211,
59078,212,
59078,213,
59078,214,
59078,215,
59078,216,
59078,217,
59078,218,
59078,219,
59078,220,
59078,221,
59078,222,
59076,223,
59076,224,
59078,225,
59078,226,
59078,227,
59078,228,
59078,229,
59078,230,
59078,231,
59078,232,
59077,233,
59077,234,
7752,235,
7752,236,
7752,237,
59074,238,
7742,239,
7742,240,
59074,241,
7752,242,
7752,243,
7752,244,
7752,245,
59077,246
