[PVE],,
[Raid],9056,
40021,100,
150120,1,
150110,2,
150100,3,
150100,4,
150140,5,
150140,6,
150140,7,
150050,8,
150120,9,
150120,10,
150170,11,
158040,12,
150170,13,
150140,14,
150120,15,
150120,16,
158020,18,
150120,17,
150170,19,
150150,20,
150150,21,
150170,22,
150050,23,
150050,24,
150050,25,
150050,26,
1023,101,
[Raid],9065,
40021,100,
150120,1,
150110,2,
150100,3,
150100,4,
150140,5,
150140,6,
150140,7,
150050,8,
150120,9,
150120,10,
150170,11,
158040,12,
150170,13,
150140,14,
150120,15,
150120,16,
158020,18,
150120,17,
150170,19,
150150,20,
150150,21,
150170,22,
150050,23,
150050,24,
150050,25,
150050,26,
1023,101,
[Raid],9062,
40021,100,
150120,1,
150110,2,
150100,3,
150100,4,
150140,5,
150140,6,
150140,7,
150050,8,
150120,9,
150120,10,
150170,11,
158040,12,
150170,13,
150140,14,
150120,15,
150120,16,
158020,18,
150120,17,
150170,19,
150150,20,
150150,21,
150170,22,
150050,23,
150050,24,
150050,25,
150050,26,
1023,101,
[Raid],9059,
40021,100,
150120,1,
150110,2,
150100,3,
150100,4,
150140,5,
150140,6,
150140,7,
150050,8,
150120,9,
150120,10,
150170,11,
158040,12,
150170,13,
150140,14,
150120,15,
150120,16,
158020,18,
150120,17,
150170,19,
150150,20,
150150,21,
150170,22,
150050,23,
150050,24,
150050,25,
150050,26,
1023,101
