[PVE],,
[Raid],9085,
150050,1,
150100,2,
150050,3,
150170,4,
150140,5,
150050,6,
150160,7,
150140,8,
150110,9,
150050,10,
150140,11,
158030,12,
[Raid],9082,
150050,1,
150100,2,
150050,3,
150170,4,
150140,5,
150050,6,
150160,7,
150140,8,
150110,9,
150050,10,
150140,11,
158030,12,
[Raid],9088,
150050,1,
150100,2,
150050,3,
150170,4,
150140,5,
150050,6,
150160,7,
150140,8,
150110,9,
150050,10,
150140,11,
158030,12,
[Raid],9079,
150050,1,
150100,2,
150050,3,
150170,4,
150140,5,
150050,6,
150160,7,
150140,8,
150110,9,
150050,10,
150140,11,
158030,12
