[PVE],,
[NPC],,
ID,UniqueID,Count
6327,6327,1
6333,6333,1
6328,6328,1
6334,6334,1
6329,6329,1
6335,6335,1
6330,6330,1
6336,6336,1
6331,6331,1
6337,6337,1
6332,6332,1
6338,6338,1
6326,6326,1
10128,1,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10128,0,1
10127,2,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10127,0,1
10126,3,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10126,0,1
10129,4,1
10129,0,1
10129,0,1
10129,0,1
10126,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
10129,0,1
