[PVE],,
[NPC],,
ID,UniqueID,Count
10158,1,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10158,0,1
10159,2,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10159,0,1
10157,3,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
10157,0,1
1058,1058,1
[Raid],60123,
4012,83,
6649,84,
6648,85,
6648,86,
6648,87,
6648,88,
6648,89,
6648,90,
6650,91,
6651,92,
6652,93,
6651,94,
6652,95,
6653,96,
70157,101,
70157,102,
70157,103,
70157,104,
70157,105,
70157,106,
10162,1,
10162,2,
10162,3,
10162,4,
10162,5,
10162,6,
10162,7,
10162,8,
10162,9,
10162,10,
10162,11,
10162,12,
10162,13,
10162,14,
10162,15,
10162,16,
10162,17,
10162,18,
10162,19,
10162,20,
10162,21,
10162,22,
10162,23,
10162,24,
10162,25,
10162,26,
10162,27,
10162,28,
10162,29,
10162,30,
10163,31,
10163,32,
10163,33,
10163,34,
10163,35,
10163,36,
10163,37,
10163,38,
10163,39,
10163,40,
10163,41,
10163,42,
10163,43,
10163,44,
10163,45,
10163,46,
10163,47,
10163,48,
10163,49,
10163,50,
10163,51,
10163,52,
10163,53,
10163,54,
10163,55,
10163,56,
10163,57,
10164,58,
10164,59,
10164,60,
10164,61,
10164,62,
10164,63,
10164,64,
10164,65,
10164,66,
10164,67,
10164,68,
10164,69,
10164,70,
10164,71,
10164,72,
10164,73,
10164,74,
10164,75,
10164,76,
10164,77,
10164,78,
10164,79,
10164,80,
10164,81,
10164,82,
70159,100,
70160,107,
70160,108,
70160,109,
70160,110,
70160,111,
70160,112,
70161,113,
70158,114,
70158,115,
70158,116,
70162,117,
70163,118,
70164,119,
6654,97,
6654,98,
6654,99,
4012,120,
4012,121,
4012,122,
4012,123,
4012,124,
4012,125,
4012,126,
4012,127,
4012,128,
4012,129,
6655,130,
6655,131,
4012,132
