[PVE],,
[Raid],10103,
2611,11,
2611,12,
2611,13,
2611,14,
2611,15,
2611,16,
2611,21,
2611,22,
2611,23,
2611,24,
2611,25,
2611,26,
5405,100,
2611,101,
2611,102,
2611,103,
2611,104,
2611,105,
2611,106,
2611,107,
2611,108,
2611,109,
2611,110,
8254,111,
8255,112,
8256,113,
8257,114,
8258,115,
8259,116,
8260,117,
8254,118,
8255,119,
8256,120,
8257,121,
8258,122,
8259,123,
8260,124,
8254,125,
[Raid],10141,
1384,11,
1384,12,
1384,13,
1384,14,
1384,15,
1384,16,
1384,21,
1384,22,
1384,23,
1384,24,
1384,25,
1384,26,
7902,100,
1384,110,
1384,109,
1384,108,
1384,107,
1384,106,
1384,105,
1384,104,
1384,103,
1384,102,
1384,101,
7905,111,
7906,112,
7907,113,
7908,114,
7909,115,
7910,116,
7911,117,
7912,118,
7913,119,
7914,120,
7915,121,
7916,122,
7917,123,
7918,124,
7919,125,
7903,126,
7904,127,
[Raid],10043,
1384,11,
1384,12,
1384,13,
1384,14,
1384,15,
1384,16,
1384,21,
1384,22,
1384,23,
1384,24,
1384,25,
1384,26,
1254,100,
1384,110,
1384,109,
1384,108,
1384,107,
1384,106,
1384,105,
1384,104,
1384,103,
1384,102,
1384,101,
1654,114,
1666,124,
1656,116,
1662,120,
1667,125,
1665,123,
1658,118,
1664,122,
1663,121,
1657,117,
1653,113,
1651,111,
1661,119,
1655,115,
1652,112,
1646,127,
[Raid],70301,
2070,11,
2071,12,
2072,13,
2073,14,
2074,15,
2075,16,
2076,21,
2077,22,
2078,23,
2079,24,
2080,25,
2081,26,
2004,100,
2652,2652,
[Raid],10139,
2611,11,
2611,12,
2611,13,
2611,14,
2611,15,
2611,16,
2611,21,
2611,22,
2611,23,
2611,24,
2611,25,
2611,26,
7950,100,
2611,101,
2611,102,
2611,103,
2611,104,
2611,105,
2611,106,
2611,107,
2611,108,
2611,109,
2611,110,
7953,111,
7954,112,
7955,113,
7956,114,
7957,115,
7958,116,
7959,117,
7960,118,
7961,119,
7962,120,
7963,121,
7964,122,
7965,123,
7966,124,
7967,125,
7951,126,
7952,127,
[Raid],10044,
2611,11,
2611,12,
2611,13,
2611,14,
2611,15,
2611,16,
2611,21,
2611,22,
2611,23,
2611,24,
2611,25,
2611,26,
2609,100,
2611,101,
2611,102,
2611,103,
2611,104,
2611,105,
2611,106,
2611,107,
2611,108,
2611,109,
2611,110,
1009,111,
1009,112,
1009,113,
1009,114,
1009,115,
1009,116,
1009,117,
1009,118,
1009,119,
1009,120,
1009,121,
1009,122,
1009,123,
1009,124,
1009,125,
[Raid],10133,
2611,11,
2611,12,
2611,13,
2611,14,
2611,15,
2611,16,
2611,21,
2611,22,
2611,23,
2611,24,
2611,25,
2611,26,
8063,100,
2611,101,
2611,102,
2611,103,
2611,104,
2611,105,
2611,106,
2611,107,
2611,108,
2611,109,
2611,110,
8066,111,
8067,112,
8068,113,
8069,114,
8070,115,
8071,116,
8072,117,
8073,118,
8074,119,
8075,120,
8076,121,
8077,122,
8078,123,
8079,124,
8066,125,
8064,126,
8065,127,
[Raid],10062,
2110,11,
2111,12,
2112,13,
2113,14,
2114,15,
2116,16,
2115,21,
2117,22,
2118,23,
2119,24,
2120,25,
2121,26,
2007,100,
[Raid],10042,
2070,11,
2071,12,
2072,13,
2073,14,
2074,15,
2075,16,
2076,21,
2077,22,
2078,23,
2079,24,
2080,25,
2081,26,
2004,100,
[Raid],10053,
1384,11,
1384,12,
1384,13,
1384,14,
1384,15,
1384,16,
1384,21,
1384,22,
1384,23,
1384,24,
1384,25,
1384,26,
1252,100,
1384,110,
1384,109,
1384,108,
1384,107,
1384,106,
1384,105,
1384,104,
1384,103,
1384,102,
1384,101,
1654,114,
1666,124,
1656,116,
1662,120,
1667,125,
1665,123,
1658,118,
1664,122,
1663,121,
1657,117,
1653,113,
1651,111,
1661,119,
1655,115,
1652,112,
1647,126,
1648,127,
[Raid],10130,
2611,11,
2611,12,
2611,13,
2611,14,
2611,15,
2611,16,
2611,21,
2611,22,
2611,23,
2611,24,
2611,25,
2611,26,
8291,100,
2611,101,
2611,102,
2611,103,
2611,104,
2611,105,
2611,106,
2611,107,
2611,108,
2611,109,
2611,110,
8292,111,
8293,112,
8294,113,
8295,114,
8296,115,
8297,116,
8298,117,
8299,118,
8300,119,
8301,120,
8302,121,
8303,122,
8304,123,
8305,124,
8292,125,
[Raid],10093,
1384,11,
1384,12,
1384,13,
1384,14,
1384,15,
1384,16,
1384,21,
1384,22,
1384,23,
1384,24,
1384,25,
1384,26,
8244,100,
1384,110,
1384,109,
1384,108,
1384,107,
1384,106,
1384,105,
1384,104,
1384,103,
1384,102,
1384,101,
8247,114,
8248,124,
8249,116,
8250,120,
8251,125,
8252,123,
8253,118,
8254,122,
8255,121,
8256,117,
8257,113,
8258,111,
8259,119,
8260,115,
8247,112,
8245,127,
8246,126,
[Raid],10143,
2611,11,
2611,12,
2611,13,
2611,14,
2611,15,
2611,16,
2611,21,
2611,22,
2611,23,
2611,24,
2611,25,
2611,26,
8700,100,
2611,101,
2611,102,
2611,103,
