[PVE],,
[NPC],,
ID,UniqueID,Count
1058,1058,1
1182,1,1
1322,1322,1
1324,0,1
1323,10,1
1324,0,1
1328,6,1
1329,5,1
1330,4,1
1230,112,1
1363,0,1
1363,0,1
1404,9,1
50193,0,1
1337,0,1
1337,0,1
1337,0,1
1337,0,1
1337,0,1
1337,0,1
1337,0,1
1337,0,1
1337,0,1
1337,0,1
1337,0,1
1337,0,1
1337,0,1
1338,0,1
1338,0,1
1338,0,1
1338,0,1
1338,0,1
1338,0,1
1338,0,1
1335,1335,1
1336,1336,1
1364,0,1
1364,0,1
1363,0,1
1363,0,1
1365,0,1
1365,0,1
1365,0,1
1365,0,1
1365,0,1
10029,0,1
10029,0,1
10029,0,15
10032,0,8
10030,0,1
10030,0,3
10030,0,2
10030,0,1
10032,0,1
10031,0,3
10031,0,1
10033,0,1
10033,0,2
10033,0,3
10033,0,2
10034,0,1
10034,0,1
10034,0,8
10034,0,3
10034,0,1
10034,0,1
10034,0,1
10034,0,1
10034,0,1
10034,0,1
10034,0,1
10034,0,1
10034,0,1
10034,0,1
10034,0,1
10034,0,1
10034,0,1
10034,0,1
10035,14,12
10035,0,12
10035,0,2
10035,0,1
10035,0,1
40002,0,3
40003,0,1
40003,0,1
10033,0,1
10033,0,1
10034,0,1
10033,0,1
10031,0,1
10033,0,1
10033,0,1
10034,0,1
10034,0,1
10031,0,1
10033,0,1
10033,0,1
10031,0,1
10034,0,1
10031,0,1
10031,0,1
10033,0,1
10033,0,1
10033,0,1
10034,0,1
10030,0,3
10030,0,2
10034,0,1
10030,0,1
10030,0,1
10034,0,2
10034,0,1
10030,0,1
10034,0,2
10031,0,1
10031,10031,1
1338,0,1
1338,0,1
1338,0,1
1338,0,1
10029,0,1
10030,0,1
10030,0,1
10030,0,1
10030,0,1
10034,0,1
10031,0,1
10031,0,1
10031,0,1
10035,0,0
10035,0,1
10030,0,1
10031,10031,1
10031,0,1
10033,0,3
10033,0,3
10029,0,2
10029,0,3
10029,0,2
50193,0,2
51220,0,1
51460,0,1
51460,0,1
51460,0,1
51460,0,1
51460,0,1
51460,0,1
51460,0,1
10030,0,1
10030,0,1
10030,0,1
10030,0,1
10030,0,1
10030,0,1
10033,0,2
10032,0,1
10032,0,1
10031,0,1
10031,0,1
10031,0,1
10031,0,1
10031,0,1
10031,0,1
10035,0,1
10035,0,1
10035,0,1
10035,0,1
10035,0,1
10035,0,1
10031,0,1
10035,0,1
10034,0,1
10034,0,1
10034,0,1
10030,0,1
10030,0,1
10034,0,1
10030,0,1
10031,0,2
10031,0,1
10029,0,1
10029,0,1
10029,0,2
10029,0,1
10029,0,1
10034,0,1
10034,0,1
10034,0,1
10029,0,1
10029,0,1
10035,0,2
10035,0,2
10035,0,2
10035,0,1
10033,0,2
10033,0,1
10034,0,1
10033,0,1
10033,0,1
10033,0,1
10033,0,1
10033,0,1
10033,0,1
10033,0,1
10033,0,1
10033,0,1
10033,0,1
10033,0,1
10033,0,1
10033,0,1
10033,0,1
10035,0,1
10029,0,1
10034,0,1
10032,0,1
10032,0,1
10029,0,3
10029,0,2
10030,0,1
10030,0,1
10035,0,2
10029,0,1
10029,0,3
10032,0,5
10032,0,1
10032,0,2
10032,0,1
10032,0,1
10032,0,1
3350,3350,1
17200,0,1
17201,0,1
17202,0,1
17203,0,1
17204,0,1
4300,4300,1
56004,0,1
56004,0,1
56004,0,1
7094,0,1
7094,0,1
7094,0,1
7094,0,1
7094,0,1
7094,0,1
7094,0,1
7094,0,1
7094,0,1
7094,0,1
